,DRUG_ID,DRUG_NAME,DISEASES,PHASE
7714,D06UNR,Unithiol,Metal intoxication , Approved
7715,D06UNW,IVN-mite,Allergy , Investigative
7716,D06UNY,SB204,Acne vulgaris , Phase 3
7717,D06UOL,PIROTIODECANE,Ophthalmic graves disease , Investigative
7718,D06UOU,MGA271,Metastatic cancer , Phase 1
7719,D06UPS,Rozrolimupab,Anemia , Discontinued in Phase 2
7720,D06UPW,WSS-45,Dengue fever , Investigative
7721,D06URI,ATL101,Influenza virus infection , Phase 2
7722,D06URK,CKD-533,Erectile dysfunction , Investigative
7723,D06URS,Arcitumomab,Breast cancer , Approved
7724,D06URX,CAR-T Cells targeting MUCI,Pancreatic cancer , Phase 1
7725,D06USG,CS-560,Allergic rhinitis , Discontinued in Phase 3
7726,D06UTH,RDEA-684,Gout , Phase 2
7727,D06UTM,Anti-CD19-CAR T cells,B-cell lymphoma , Phase 1
7728,D06UTM,Anti-CD19-CAR T cells,Non-hodgkin lymphoma , Phase 1
7729,D06UUE,AZ-AAV9,Alzheimer disease , Investigative
7730,D06UUU,BLX-1017,Inflammation , Investigative
7731,D06UVD,Bleomycin,Hodgkin lymphoma , Approved
7732,D06UVO,DuP-654,Pruritus , Discontinued in Phase 2
7733,D06UVZ,DPD-207,Bacterial infection , Investigative
7734,D06UWD,Clobutinol,Cough , Withdrawn from market
7735,D06UWF,SOR-C13,Ovarian cancer , Phase 1
7736,D06UWF,SOR-C13,Solid tumour/cancer , Phase 1
7737,D06UWF,SOR-C13,Alzheimer disease , Phase 1
7738,D06UXL,GI-248573,Bladder disease , Terminated
7739,D06UYI,AM103,Cardiovascular disease , Discontinued in Phase 2
7740,D06UZS,VDA-1124,Aortic aneurysm , Investigative
7741,D06VAQ,EUK-189,Skin burns , Phase 1
7742,D06VCC,REGN-421,Solid tumour/cancer , Phase 1
7743,D06VCJ,Fusion toxin protein,Solid tumour/cancer , Investigative
7744,D06VCN,Denagliptin,Type-2 diabetes , Phase 2/3
7745,D06VFF,EGFR antisense DNA,Head and neck cancer , Phase 1/2
7746,D06VFI,PRTT-200,Fibromyalgia , Investigative
7747,D06VFO,Anisodamine,Central and peripheral nervous disease , Approved
7748,D06VFP,SOTB07,Asthma , Phase 3
7749,D06VHG,NSI-189,Major depressive disorder , Phase 2
7750,D06VIZ,NVX-144,Solid tumour/cancer , Investigative
7751,D06VJK,Verpasep caltespen,Cervical Intraepithelial neoplasia , Discontinued in Phase 3
7752,D06VLI,HPPH photodynamic therapy,Solid tumour/cancer , Phase 2
7753,D06VMJ,Melogliptin,Type-2 diabetes , Phase 2
7754,D06VMV,BHF-177,Anxiety disorder , Investigative
7755,D06VNK,Succinic acid,Malnutrition , Approved
7756,D06VOM,NEBO-174,Major depressive disorder , Discontinued in Phase 1
7757,D06VPE,Lu-AA38466,Neurological disorder , Discontinued in Phase 1
7758,D06VPT,TDI-0028,Motor neurone disease , Investigative
7759,D06VRI,Leflunomide,Multiple sclerosis , Approved
7760,D06VRI,Leflunomide,Coronavirus Disease 2019 (COVID-19) , Phase 1
7761,D06VRS,CRB-15,Autoimmune diabetes , Investigative
7762,D06VSD,Captopril,Hypertension , Approved
7763,D06VSD,Captopril,Coronavirus Disease 2019 (COVID-19) , Phase 3
7764,D06VTI,Macrocycle derivative 1,Solid tumour/cancer , Patented
7765,D06VTI,Macrocycle derivative 1,Infectious disease , Patented
7766,D06VTI,Macrocycle derivative 1,Human immunodeficiency virus infection , Patented
7767,D06VTI,Macrocycle derivative 1,Hepatitis , Patented
7768,D06VTL,ZO-Y49,Gynecological disease , Investigative
7769,D06VVH,GSK-2115160A,Influenza virus infection , Phase 1
7770,D06VWA,FR-901469,Fungal infection , Terminated
7771,D06VWL,VA-106483,Nocturia , Phase 2
7772,D06VXE,ALS-2160,Hepatitis C virus infection , Investigative
7773,D06VXY,SB-237376,Arrhythmia , Terminated
7774,D06VYE,Belotecan hydrocholoride,Small-cell lung cancer , Approved
7775,D06VYF,PMID25666693-Compound-3,Osteoarthritis pain , Patented
7776,D06VYF,PMID25666693-Compound-3,Cancer related pain , Patented
7777,D06VYF,PMID25666693-Compound-3,Neuropathic pain , Patented
7778,D06VYF,PMID25666693-Compound-3,Inflammatory pain , Patented
7779,D06VYK,Azithromycin,Bronchitis , Approved
7780,D06VYK,Azithromycin,Coronavirus Disease 2019 (COVID-19) , Phase 3
7781,D06VZN,SPK-843,Fungal infection , Phase 3
7782,D06WAA,CKBP-004,Solid tumour/cancer , Investigative
7783,D06WAM,Oradoxel,Solid tumour/cancer , Phase 1
7784,D06WAN,Benzimidazole and imidazopyridine derivative 1,Solid tumour/cancer , Patented
7785,D06WAN,Benzimidazole and imidazopyridine derivative 1,Metastatic cancer , Patented
7786,D06WBA,SQ-28603,Hypertension , Terminated
7787,D06WBE,ERTIPROTAFIB,Type-2 diabetes , Terminated
7788,D06WCR,JAIVAC-1,Malaria , Phase 1
7789,D06WCW,UCB-1350883,Solid tumour/cancer , Investigative
7790,D06WDT,PF-04094667,Metabolic disorder , Investigative
7791,D06WEB,LAF-389,Solid tumour/cancer , Discontinued in Phase 1
7792,D06WEK,Ammonium chloride,Urinary tract infection , Approved
7793,D06WGK,Q-LAIV,Seasonal influenza infection , Approved
7794,D06WGO,Resorcinol compound 8,Albinism , Patented
7795,D06WGO,Resorcinol compound 8,Ephelides , Patented
7796,D06WGO,Resorcinol compound 8,Menkes disease , Patented
7797,D06WGO,Resorcinol compound 8,Senile lentigines , Patented
7798,D06WGO,Resorcinol compound 8,Melasma , Patented
7799,D06WGQ,Anthrax DNA vaccine,Anthrax , Discontinued in Phase 1
7800,D06WHL,NS-257,Cerebrovascular ischaemia , Terminated
7801,D06WHN,KDT-500,Inflammation , Investigative
7802,D06WHY,AZD-5438,Solid tumour/cancer , Phase 1
7803,D06WJC,GC-24,Hyperthyroidism , Investigative
7804,D06WJI,OPC-28326,Peripheral vascular disease , Discontinued in Phase 2
7805,D06WKA,MD-1100,Constipation , Approved
7806,D06WKA,MD-1100,Irritable bowel syndrome , Phase 2
7807,D06WLG,P53 fusion protein,Liver cancer , Investigative
7808,D06WLY,PN-951,Hematologic disease , Investigative
7809,D06WNQ,TKM-PLK1,Solid tumour/cancer , Phase 1/2
7810,D06WOF,Rova-T,Small-cell lung cancer , Phase 3
7811,D06WOF,Rova-T,Neuroendocrine cancer , Phase 1
7812,D06WOJ,JTH-601,Prostate disease , Discontinued in Phase 2
7813,D06WPM,Coprexa,Neurological disorder , Phase 3
7814,D06WQT,Nolatrexed,Solid tumour/cancer , Phase 3
7815,D06WRF,KD019,Non-small-cell lung cancer , Phase 2
7816,D06WRF,KD019,Polycystic kidney disease , Phase 2
7817,D06WRF,KD019,Brain metastases , Phase 2
7818,D06WRF,KD019,Meningioma metastases , Phase 2
7819,D06WRF,KD019,Recurrent glioblastoma , Phase 2
7820,D06WRJ,Icotinib hydrochloride,Non-small-cell lung cancer , Registered
7821,D06WRY,NFTC-103,Cardiovascular disease , Investigative
7822,D06WSG,AP-005,Ulcerative colitis , Investigative
7823,D06WSQ,AWD-140-190,Epileptic seizures , Discontinued in Phase 1
7824,D06WTI,NRP290,Pain , Investigative
7825,D06WTQ,TD-0714,Heart failure , Phase 1
7826,D06WTZ,Lovastatin,Hypercholesterolaemia , Approved
7827,D06WTZ,Lovastatin,Cardiovascular disease , Phase 3
7828,D06WUK,Carlumab,Pulmonary fibrosis , Phase 2
7829,D06WXJ,Thiazole carboxamide derivative 14,Solid tumour/cancer , Patented
7830,D06WXJ,Thiazole carboxamide derivative 14,Metastatic cancer , Patented
7831,D06WXS,APX-002,Diabetic complication , Investigative
7832,D06WYG,99mTc-MIP-1407,Neuroendocrine cancer , Investigative
7833,D06WZQ,LPO-1010UV,Uveitis , Investigative
7834,D06XAA,RG7667,Cytomegalovirus infection , Phase 2
7835,D06XAE,Drotaverine,Irritable bowel syndrome , Approved
7836,D06XAK,H-216/44,Glaucoma/ocular hypertension , Terminated
7837,D06XAT,BCT-100,Solid tumour/cancer , Phase 1/2
7838,D06XBG,MIP-1267,Solid tumour/cancer , Investigative
7839,D06XBN,ACT-GRO-777,Solid tumour/cancer , Phase 2
7840,D06XCD,PMID27998201-Compound-12,Cancer related pain , Patented
7841,D06XCD,PMID27998201-Compound-12,Bone cancer , Patented
7842,D06XCF,EQ-917,Solid tumour/cancer , Phase 2
7843,D06XCP,AZD5991,Haematological malignancy , Phase 1
7844,D06XDI,QAW-039,Asthma , Phase 3
7845,D06XDJ,Clemizole,Hepatitis C virus infection , Phase 1
7846,D06XDS,GSK-1070806,Type-2 diabetes , Phase 2
7847,D06XEL,DG051,Myocardial infarction , Discontinued in Phase 2
7848,D06XES,Melphalan,Ovarian cancer , Approved
7849,D06XES,Melphalan,Coronavirus Disease 2019 (COVID-19) , Phase 2
7850,D06XFV,Neo-Kidney Augment,Chronic kidney disease , Phase 2
7851,D06XFV,Neo-Kidney Augment,Type-2 diabetes , Phase 1
7852,D06XGB,Tissue Repair Cells (TRCs),Spinal cord injury , Phase 2
7853,D06XGC,BMS-986202,Idiopathic pulmonary fibrosis , Preclinical
7854,D06XGW,Acetylcysteine,Liver disease , Approved
7855,D06XHC,Amcinonide,Inflammation , Approved
7856,D06XIT,ABT-414,Glioblastoma multiforme , Phase 2
7857,D06XIT,ABT-414,Recurrent glioblastoma , Phase 2
7858,D06XIT,ABT-414,Brain cancer , Phase 1
7859,D06XIX,RHuA1AT,Alpha-1 antitrypsin deficiency , Investigative
7860,D06XIZ,HM-2002,Breast cancer , Investigative
7861,D06XJP,APT-222,Thrombosis , Terminated
7862,D06XJQ,SIRS-T,Acne vulgaris , Phase 2
7863,D06XKM,Privigen,Spinal cord injury , Phase 1
7864,D06XLC,BMS-739562,Solid tumour/cancer , Investigative
7865,D06XME,TT-105,Deep vein thrombosis , Investigative
7866,D06XMF,KT&G-101,Atrophy , Phase 3
7867,D06XMU,Testosterone,Osteoporosis , Approved
7868,D06XMU,Testosterone,Hormone deficiency , Phase 2
7869,D06XMU,Testosterone,Male hormonal deficiency , Investigative
7870,D06XMW,DPK-060,Atopic dermatitis , Phase 2
7871,D06XNW,NKP-3752,Solid tumour/cancer , Investigative
7872,D06XOI,BMY-41802,Bacterial infection , Investigative
7873,D06XOT,F18-flutemetamol,Alzheimer disease , Approved
7874,D06XPL,TOCA-511,Glioblastoma multiforme , Phase 2/3
7875,D06XPX,CERE-135,Motor neurone disease , Investigative
7876,D06XRA,LU AA24493,Stroke , Discontinued in Phase 2
7877,D06XRQ,AA-861,Allergy , Terminated
7878,D06XSB,GW-870086-X,Atopic dermatitis , Phase 2
7879,D06XSG,AZD8075,Chronic obstructive pulmonary disease , Discontinued in Phase 1
7880,D06XTA,PMID27998201-Compound-17,Hair loss , Patented
7881,D06XVF,CBT-1,Non-small-cell lung cancer , Phase 3
7882,D06XVF,CBT-1,Solid tumour/cancer , Application submitted
7883,D06XVN,Farletuzumab,Ovarian cancer , Phase 3
7884,D06XVN,Farletuzumab,Non-small-cell lung cancer , Phase 3
7885,D06XVR,BAN2401,Alzheimer disease , Phase 2
7886,D06XVX,RP-5000,Schizophrenia , Phase 2
7887,D06XWB,Huperzine A,Alzheimer disease , Approved
7888,D06XWD,CAR-T Cells targeting HER2,Pancreatic cancer , Phase 1
7889,D06XWQ,Benzothiazine-carboxamide compound 2,Skin inflammation , Patented
7890,D06XXA,AMA-1-Dico,Malaria , Investigative
7891,D06XXD,IG-AI-025,Rheumatoid arthritis , Investigative
7892,D06XXH,Dacomitinib,Non-small-cell lung cancer , Approved
7893,D06XYL,DP-6001,Human immunodeficiency virus infection , Phase 1
7894,D06XZM,GBL-100,Dermatological disease , Discontinued in Phase 1
7895,D06XZR,Pizotyline,Headache , Approved
7896,D06XZW,Troglitazone,Diabetic complication , Approved
7897,D06YAG,ABX-102,Solid tumour/cancer , Investigative
7898,D06YAI,SOM-0004,Bacterial infection , Investigative
7899,D06YAK,MG-3,Malaria , Investigative
7900,D06YCR,Marburg virus DNA vaccine,Marburg virus infection , Phase 1
7901,D06YEE,Prodigiosin,Pancreatic cancer , Investigative
7902,D06YEG,Indirab,Rabies , Approved
7903,D06YEK,"1-hydroxyl-3,5-bis(4-hydroxylstyryl)benzene derivative 4",Skin disease , Patented
7904,D06YEK,"1-hydroxyl-3,5-bis(4-hydroxylstyryl)benzene derivative 4",Muscular wasting , Patented
7905,D06YFA,Bromocriptine,Parkinson disease , Approved
7906,D06YFO,AD-121,Rheumatoid arthritis , Discontinued in Phase 1/2
7907,D06YFT,1-methyl-L-tryptophan,Solid tumour/cancer , Preclinical
7908,D06YGP,BN-OD-026,Solid tumour/cancer , Preclinical
7909,D06YHL,Cefamandole,Microorganisms infection , Approved
7910,D06YKN,Resorcinol compound 22,Albinism , Patented
7911,D06YKN,Resorcinol compound 22,Ephelides , Patented
7912,D06YKN,Resorcinol compound 22,Menkes disease , Patented
7913,D06YKN,Resorcinol compound 22,Senile lentigines , Patented
7914,D06YKN,Resorcinol compound 22,Melasma , Patented
7915,D06YMT,PLX-ORI3,Solid tumour/cancer , Investigative
7916,D06YNK,TRM-88,Wound healing , Investigative
7917,D06YOD,ZD-7717,Asthma , Terminated
7918,D06YPQ,SPI-452,Human immunodeficiency virus infection , Phase 1
7919,D06YPU,Dexibuprofen,Ankylosing spondylitis , Approved
7920,D06YRR,GSK2254233A,Pneumococcal infection , Phase 2
7921,D06YRR,GSK2254233A,Haemophilus influenza , Phase 2
7922,D06YSK,HuMax-Her2,Solid tumour/cancer , Investigative
7923,D06YSP,AT13387,Melanoma , Phase 1
7924,D06YTE,NOX-D14,Inflammation , Investigative
7925,D06YUM,AZD6423,Suicidal ideation , Phase 1
7926,D06YUR,Oxindole derivative,Malaria , Investigative
7927,D06YWA,BVA-101,Multiple sclerosis , Investigative
7928,D06YWH,YM155,Non-hodgkin lymphoma , Phase 2
7929,D06YWH,YM155,Breast cancer , Phase 2
7930,D06YXD,Taprostene,Thrombosis , Discontinued in Phase 3
7931,D06YYD,Dexlansoprazole,Non-erosive gastro-esophageal reflux disease , Approved
7932,D06YYD,Dexlansoprazole,Erosive esophagitis , Approved
7933,D06YYD,Dexlansoprazole,Peptic ulcer , Approved
7934,D06YYD,Dexlansoprazole,NSAID-associated gastric ulcer , Phase 3
7935,D06YYY,KAR-1880,Dermatitis , Investigative
7936,D06ZAK,CA-50040,Colorectal cancer , Investigative
7937,D06ZAM,MF268,Alzheimer disease , Terminated
7938,D06ZAS,Technetium Tc-99m Ferpentetate Kit,Radioactive tracer , Approved
7939,D06ZAY,Haloprogin,Dermatophytosis , Approved
7940,D06ZAY,Haloprogin,Candidiasis , Approved
7941,D06ZCH,SA-ANP,Hypertension , Investigative
7942,D06ZCP,Ischemic tolerant allogeneic mesenchymal stem cell therapy,Acute myocardial infarction , Phase 2
7943,D06ZEC,Glucagon,Hypoglycemia , Phase 1
7944,D06ZEE,Atovaquone,Fungal infection , Approved
7945,D06ZEO,Vericiguat,Heart failure , Approved
7946,D06ZFV,QPI-1007,Ischemic optic neuropathy , Phase 3
7947,D06ZFV,QPI-1007,Non-arteritic anterior ischemic optic neuropathy , Phase 3
7948,D06ZFV,QPI-1007,Glaucoma/ocular hypertension , Phase 2/3
7949,D06ZHN,Lactermin,Oral mucositis , Phase 1
7950,D06ZHZ,FX-125L,Sarcoidosis , Phase 2
7951,D06ZII,Eszopiclone,Insomnia , Approved
7952,D06ZIL,CTA-001,Solid tumour/cancer , Investigative
7953,D06ZIS,SIG-990,Rosacea , Investigative
7954,D06ZIT,Pegloticase,Gout , Approved
7955,D06ZJD,Melapuldencel-T,Melanoma , Phase 3
7956,D06ZKG,SC-56525,Hypertension , Terminated
7957,D06ZME,RTL-551,Brain injury , Investigative
7958,D06ZNU,"Pyrrolo[2,3-d]pyrimidine derivative 16",Solid tumour/cancer , Patented
7959,D06ZNU,"Pyrrolo[2,3-d]pyrimidine derivative 16",Autoimmune disease , Patented
7960,D06ZPS,Oxyphenbutazone,Arthritis , Approved
7961,D06ZPX,BTL-TML-001,Influenza virus infection , Phase 2
7962,D06ZPX,BTL-TML-001,Herpes simplex labialis , Phase 2
7963,D06ZQK,Nucleozin analog 3061 (FA-2),Influenza virus infection , Investigative
7964,D06ZQL,NP-2 gene therapy,Cancer related pain , Phase 2
7965,D06ZUK,Imipramine,Depression , Approved
7966,D06ZUP,Dirithromycin,Bacterial infection , Approved
7967,D06ZVC,WAY-181187,Anxiety disorder , Discontinued in Phase 1
7968,D06ZVG,AST-120,Poison intoxication , Approved
7969,D06ZVG,AST-120,Irritable bowel syndrome , Approved
7970,D06ZVG,AST-120,Thrombocytopenia , Investigative
7971,D06ZVO,PX-478,Solid tumour/cancer , Phase 1
7972,D06ZVZ,Duvelisib,Follicular lymphoma , Approved
7973,D06ZVZ,Duvelisib,Coronavirus Disease 2019 (COVID-19) , Phase 2
7974,D06ZWG,AVE-5997EF,Psychotic disorder , Discontinued in Phase 1
7975,D06ZWG,AVE-5997EF,Schizophrenia , Terminated
7976,D06ZWL,Amdoxovir,Hepatitis B virus infection , Phase 2
7977,D06ZXF,U3-1565,Solid tumour/cancer , Phase 1
7978,D06ZXH,PHN-131,Pain , Phase 2/3
7979,D06ZXT,N-6547,Inflammatory bowel disease , Investigative
7980,D06ZYC,MLN0415,Arthritis , Discontinued in Phase 1
7981,D06ZYM,Cholestyramine,Diarrhea , Approved
7982,D06ZZL,MEDI-500,Bone marrow transplantation , Terminated
7983,D07AAN,Sodium Iodide I-123,Thyroid disease , Approved
7984,D07ABV,Posaconazole,Aspergillosis , Approved
7985,D07ACL,PNT-2258,Solid tumour/cancer , Phase 2
7986,D07ACL,PNT-2258,Diffuse large B-cell lymphoma , Phase 2
7987,D07ACP,CWF-0902,Migraine , Investigative
7988,D07ACT,Ceftriaxone,Bacterial infection , Approved
7989,D07ACZ,CLR457,Advanced solid tumour , Phase 1/2
7990,D07ADU,AEM-28,Familial hypercholesterolemia , Phase 2
7991,D07ADU,AEM-28,Hyperlipidaemia , Phase 1/2
7992,D07AEO,Isotretinoin,Coronavirus Disease 2019 (COVID-19) , Phase 3
7993,D07AGR,SB-206284A,Cerebrovascular ischaemia , Terminated
7994,D07AHC,LITOXETINE,Mood disorder , Phase 3
7995,D07AHW,Vitamin C,Vitamin C deficiency , Approved
7996,D07AHW,Vitamin C,Urinary tract infection , Phase 2
7997,D07AIE,BAL-2299,Psoriasis vulgaris , Discontinued in Phase 2
7998,D07AJC,HIV MAG pDNA vaccine,Human immunodeficiency virus infection , Phase 1
7999,D07AJO,Bicyclic heteroaryl benzamide derivative 9,Pruritus , Patented
8000,D07AJO,Bicyclic heteroaryl benzamide derivative 9,Solid tumour/cancer , Patented
8001,D07AJO,Bicyclic heteroaryl benzamide derivative 9,Chronic pain , Patented
8002,D07AJO,Bicyclic heteroaryl benzamide derivative 9,Neuropathic pain , Patented
8003,D07AJO,Bicyclic heteroaryl benzamide derivative 9,Thymic cancer , Patented
8004,D07AKD,TOL-101,Multiple sclerosis , Phase 1/2
8005,D07ALX,Sirolimus,Lymphangioleiomyomatosis , Approved
8006,D07ALX,Sirolimus,Coronavirus Disease 2019 (COVID-19) , Phase 2
8007,D07ANO,Synthetic neutrophil inhibitor peptide,Rhinitis , Phase 1
8008,D07AOL,PEITC,Prostate cancer , Phase 2
8009,D07AOO,Rilotumumab,Grade IV malignant glioma , Discontinued in Phase 2
8010,D07AOY,Avarofloxacin,Bacterial pneumonia , Discontinued in Phase 2
8011,D07APS,TRC093,Solid tumour/cancer , Phase 1
8012,D07APX,Neuromed 5,Pain , Investigative
8013,D07ARN,SAR-125844,Solid tumour/cancer , Phase 2
8014,D07ATG,GSK2190914,Asthma , Discontinued in Phase 2
8015,D07AUI,Influenza A virus vaccine H5N1,Influenza A virus H5N1 infection , Phase 2
8016,D07AUI,Influenza A virus vaccine H5N1,Influenza virus infection , Phase 1
8017,D07AUS,KRL-901,Alcohol dependence , Phase 1
8018,D07AVU,PMID28621580-Compound-WO2015089220C70,Retinopathy , Patented
8019,D07AVU,PMID28621580-Compound-WO2015089220C70,Age-related macular degeneration , Patented
8020,D07AVV,Ac-YVAD-cmk,Photocontact dermatitis , Patented
8021,D07AVV,Ac-YVAD-cmk,Irritant contact dermatitis , Patented
8022,D07AVV,Ac-YVAD-cmk,Allergic contact dermatitis , Patented
8023,D07AWM,Segard,Sepsis , Discontinued in Phase 3
8024,D07AYI,CWP232291,Acute myeloid leukaemia , Phase 1/2
8025,D07AYI,CWP232291,Multiple myeloma , Phase 1
8026,D07AYN,Chikungunya virus vaccine,Chikungunya virus infection , Phase 2
8027,D07BAE,SUN-0597,Allergic rhinitis , Investigative
8028,D07BAJ,Clade D HIV vaccine,Human immunodeficiency virus infection , Phase 1
8029,D07BBD,Zona pellucida contraceptive vaccine,Contraception , Terminated
8030,D07BCO,WAY-100635,Eating disorder , Terminated
8031,D07BCT,Tobramycin,Bacterial infection , Approved
8032,D07BCU,Eflornithine + sulindac,Familial adenomatous polyposis , Phase 3
8033,D07BCU,Eflornithine + sulindac,Colon cancer , Phase 3
8034,D07BDW,OC-108,Hemorrhoids , Approved
8035,D07BDY,Tisocalcitate,Psoriasis vulgaris , Discontinued in Phase 2
8036,D07BEE,AnergiX.RA,Rheumatoid arthritis , Discontinued in Phase 2
8037,D07BFP,PMID27215781-Compound-37,Prostate cancer , Patented
8038,D07BGC,GDC-0084,Glioblastoma of brain , Phase 2
8039,D07BIK,VEL-0230,Rheumatoid arthritis , Phase 1
8040,D07BKL,KW-2170,Breast cancer , Discontinued in Phase 2
8041,D07BKR,ARQ 621,Haematological malignancy , Phase 1
8042,D07BLC,AMT-090,Huntington disease , Investigative
8043,D07BNG,RHIgM12B7,Solid tumour/cancer , Phase 1
8044,D07BNL,NV.AT.08,Ocular disease , Investigative
8045,D07BPO,Ingavirin,Influenza virus infection , Approved
8046,D07BPS,Suprofen,Miosis , Approved
8047,D07BQE,Alteplase,Pulmonary embolism , Approved
8048,D07BRZ,LY-517717,Thrombosis , Phase 2
8049,D07BSE,Hyaluronate sodium,Joint lubricant , Approved
8050,D07BSE,Hyaluronate sodium,Enthesopathy , Phase 3
8051,D07BSE,Hyaluronate sodium,Pancytopenia , Investigative
8052,D07BSQ,Progesterone,Premature labour , Approved
8053,D07BSQ,Progesterone,Contraception , Phase 3
8054,D07BUH,F-627,Neutropenia , Phase 2
8055,D07BUO,AZD-3783,Anxiety disorder , Discontinued in Phase 1
8056,D07BVI,Ipilimumab,Melanoma , Approved
8057,D07BWU,PMX-10072,Mycobacterium infection , Investigative
8058,D07BXC,IZONSTERIDE,Hirsutism , Phase 1/2
8059,D07BXE,Daniquidone,Lymphoma , Phase 1
8060,D07BXQ,VR632,Asthma , Approved
8061,D07BYK,Penciclovir,Human immunodeficiency virus infection , Approved
8062,D07BZW,PMID25666693-Compound-85,Osteoarthritis pain , Patented
8063,D07BZW,PMID25666693-Compound-85,Cancer related pain , Patented
8064,D07BZW,PMID25666693-Compound-85,Neuropathic pain , Patented
8065,D07BZW,PMID25666693-Compound-85,Inflammatory pain , Patented
8066,D07CAQ,SAFINGOL,Psoriasis vulgaris , Phase 1
8067,D07CBH,SKL13865,Attention deficit hyperactivity disorder , Phase 1
